SKU,Subagencia,Marzo,Abril,Mayo
1,10003,674.3552501,733.2059033,714.0161464
1,10005,674.3552501,733.2059033,714.0161464
1,10006,674.3552501,733.2059033,714.0161464
1,10007,674.3552501,733.2059033,714.0161464
1,10008,674.3552501,733.2059033,714.0161464
1,10009,674.3552501,733.2059033,714.0161464
1,10010,674.3552501,733.2059033,714.0161464
1,10011,674.3552501,733.2059033,714.0161464
1,10012,674.3552501,733.2059033,714.0161464
1,10026,674.3552501,733.2059033,714.0161464
1,10027,674.3552501,733.2059033,714.0161464
1,10031,674.3552501,733.2059033,714.0161464
1,10037,674.3552501,733.2059033,714.0161464
1,10038,674.3552501,733.2059033,714.0161464
1,10039,674.3552501,733.2059033,714.0161464
1,10040,674.3552501,733.2059033,714.0161464
1,10041,674.3552501,733.2059033,714.0161464
1,10042,674.3552501,733.2059033,714.0161464
1,10043,674.3552501,733.2059033,714.0161464
1,10044,674.3552501,733.2059033,714.0161464
1,10046,674.3552501,733.2059033,714.0161464
1,10048,674.3552501,733.2059033,714.0161464
1,10050,674.3552501,733.2059033,714.0161464
1,10058,674.3552501,733.2059033,714.0161464
1,10059,674.3552501,733.2059033,714.0161464
1,10060,674.3552501,733.2059033,714.0161464
1,10063,674.3552501,733.2059033,714.0161464
1,10073,674.3552501,733.2059033,714.0161464
1,10077,674.3552501,733.2059033,714.0161464
1,10080,674.3552501,733.2059033,714.0161464
1,10081,674.3552501,733.2059033,714.0161464
1,10082,674.3552501,733.2059033,714.0161464
1,10083,674.3552501,733.2059033,714.0161464
1,10087,674.3552501,733.2059033,714.0161464
1,10091,674.3552501,733.2059033,714.0161464
1,10092,674.3552501,733.2059033,714.0161464
1,10093,674.3552501,733.2059033,714.0161464
1,10096,674.3552501,733.2059033,714.0161464
1,10100,674.3552501,733.2059033,714.0161464
1,10102,674.3552501,733.2059033,714.0161464
1,10105,674.3552501,733.2059033,714.0161464
1,10106,674.3552501,733.2059033,714.0161464
1,10110,674.3552501,733.2059033,714.0161464
1,10114,674.3552501,733.2059033,714.0161464
1,10116,674.3552501,733.2059033,714.0161464
1,10118,674.3552501,733.2059033,714.0161464
1,10119,674.3552501,733.2059033,714.0161464
1,10122,674.3552501,733.2059033,714.0161464
1,10129,674.3552501,733.2059033,714.0161464
1,10130,674.3552501,733.2059033,714.0161464
1,10131,674.3552501,733.2059033,714.0161464
1,10133,674.3552501,733.2059033,714.0161464
1,10134,674.3552501,733.2059033,714.0161464
1,10135,674.3552501,733.2059033,714.0161464
1,10136,674.3552501,733.2059033,714.0161464
1,10141,674.3552501,733.2059033,714.0161464
1,10146,674.3552501,733.2059033,714.0161464
1,10156,674.3552501,733.2059033,714.0161464
1,10158,674.3552501,733.2059033,714.0161464
1,10159,674.3552501,733.2059033,714.0161464
1,10161,674.3552501,733.2059033,714.0161464
1,10169,674.3552501,733.2059033,714.0161464
1,10176,674.3552501,733.2059033,714.0161464
1,10183,674.3552501,733.2059033,714.0161464
1,10186,674.3552501,733.2059033,714.0161464
1,10188,674.3552501,733.2059033,714.0161464
1,10189,674.3552501,733.2059033,714.0161464
1,10194,674.3552501,733.2059033,714.0161464
1,10197,674.3552501,733.2059033,714.0161464
1,10198,674.3552501,733.2059033,714.0161464
1,10199,674.3552501,733.2059033,714.0161464
1,10203,674.3552501,733.2059033,714.0161464
1,10204,674.3552501,733.2059033,714.0161464
1,10206,674.3552501,733.2059033,714.0161464
1,10207,674.3552501,733.2059033,714.0161464
1,10209,674.3552501,733.2059033,714.0161464
1,10211,674.3552501,733.2059033,714.0161464
1,10212,674.3552501,733.2059033,714.0161464
1,10214,674.3552501,733.2059033,714.0161464
1,10215,674.3552501,733.2059033,714.0161464
1,10216,674.3552501,733.2059033,714.0161464
1,10217,674.3552501,733.2059033,714.0161464
1,10218,674.3552501,733.2059033,714.0161464
1,10229,674.3552501,733.2059033,714.0161464
1,10231,674.3552501,733.2059033,714.0161464
1,10233,674.3552501,733.2059033,714.0161464
1,10234,674.3552501,733.2059033,714.0161464
1,10235,674.3552501,733.2059033,714.0161464
1,10236,674.3552501,733.2059033,714.0161464
1,10237,674.3552501,733.2059033,714.0161464
1,10240,674.3552501,733.2059033,714.0161464
1,10241,674.3552501,733.2059033,714.0161464
1,10243,674.3552501,733.2059033,714.0161464
1,10245,674.3552501,733.2059033,714.0161464
1,10246,674.3552501,733.2059033,714.0161464
1,10249,674.3552501,733.2059033,714.0161464
1,10254,674.3552501,733.2059033,714.0161464
1,10257,674.3552501,733.2059033,714.0161464
1,10258,674.3552501,733.2059033,714.0161464
1,10259,674.3552501,733.2059033,714.0161464
10,10083,674.3552501,733.2059033,714.0161464
10,10087,674.3552501,733.2059033,714.0161464
10,10091,674.3552501,733.2059033,714.0161464
10,10093,674.3552501,733.2059033,714.0161464
10,10129,674.3552501,733.2059033,714.0161464
10,10130,674.3552501,733.2059033,714.0161464
10,10131,674.3552501,733.2059033,714.0161464
10,10134,674.3552501,733.2059033,714.0161464
10,10135,674.3552501,733.2059033,714.0161464
10,10136,674.3552501,733.2059033,714.0161464
10,10159,674.3552501,733.2059033,714.0161464
100,10006,674.3552501,733.2059033,714.0161464
100,10007,674.3552501,733.2059033,714.0161464
100,10008,674.3552501,733.2059033,714.0161464
100,10009,674.3552501,733.2059033,714.0161464
100,10010,674.3552501,733.2059033,714.0161464
100,10011,674.3552501,733.2059033,714.0161464
100,10012,674.3552501,733.2059033,714.0161464
100,10026,674.3552501,733.2059033,714.0161464
100,10027,674.3552501,733.2059033,714.0161464
100,10048,674.3552501,733.2059033,714.0161464
100,10060,674.3552501,733.2059033,714.0161464
100,10063,674.3552501,733.2059033,714.0161464
100,10073,674.3552501,733.2059033,714.0161464
100,10077,674.3552501,733.2059033,714.0161464
100,10080,674.3552501,733.2059033,714.0161464
100,10081,674.3552501,733.2059033,714.0161464
100,10082,674.3552501,733.2059033,714.0161464
100,10083,674.3552501,733.2059033,714.0161464
100,10087,674.3552501,733.2059033,714.0161464
100,10091,674.3552501,733.2059033,714.0161464
100,10092,674.3552501,733.2059033,714.0161464
100,10093,674.3552501,733.2059033,714.0161464
100,10096,674.3552501,733.2059033,714.0161464
100,10100,674.3552501,733.2059033,714.0161464
100,10102,674.3552501,733.2059033,714.0161464
100,10105,674.3552501,733.2059033,714.0161464
100,10106,674.3552501,733.2059033,714.0161464
100,10110,674.3552501,733.2059033,714.0161464
100,10114,674.3552501,733.2059033,714.0161464
100,10118,674.3552501,733.2059033,714.0161464
100,10119,674.3552501,733.2059033,714.0161464
100,10122,674.3552501,733.2059033,714.0161464
100,10129,674.3552501,733.2059033,714.0161464
100,10130,674.3552501,733.2059033,714.0161464
100,10131,674.3552501,733.2059033,714.0161464
100,10133,674.3552501,733.2059033,714.0161464
100,10134,674.3552501,733.2059033,714.0161464
100,10135,674.3552501,733.2059033,714.0161464
100,10136,674.3552501,733.2059033,714.0161464
100,10141,674.3552501,733.2059033,714.0161464
100,10159,674.3552501,733.2059033,714.0161464
100,10161,674.3552501,733.2059033,714.0161464
100,10169,674.3552501,733.2059033,714.0161464
100,10188,674.3552501,733.2059033,714.0161464
100,10189,674.3552501,733.2059033,714.0161464
100,10241,674.3552501,733.2059033,714.0161464
100,10259,674.3552501,733.2059033,714.0161464
101,10006,674.3552501,733.2059033,714.0161464
101,10007,674.3552501,733.2059033,714.0161464
101,10008,674.3552501,733.2059033,714.0161464
101,10009,674.3552501,733.2059033,714.0161464
101,10010,674.3552501,733.2059033,714.0161464
101,10011,674.3552501,733.2059033,714.0161464
101,10012,674.3552501,733.2059033,714.0161464
101,10026,674.3552501,733.2059033,714.0161464
101,10027,674.3552501,733.2059033,714.0161464
101,10048,674.3552501,733.2059033,714.0161464
101,10060,674.3552501,733.2059033,714.0161464
101,10063,674.3552501,733.2059033,714.0161464
101,10073,674.3552501,733.2059033,714.0161464
101,10077,674.3552501,733.2059033,714.0161464
101,10080,674.3552501,733.2059033,714.0161464
101,10081,674.3552501,733.2059033,714.0161464
101,10082,674.3552501,733.2059033,714.0161464
101,10083,674.3552501,733.2059033,714.0161464
101,10087,674.3552501,733.2059033,714.0161464
101,10091,674.3552501,733.2059033,714.0161464
101,10092,674.3552501,733.2059033,714.0161464
101,10093,674.3552501,733.2059033,714.0161464
101,10096,674.3552501,733.2059033,714.0161464
101,10100,674.3552501,733.2059033,714.0161464
101,10102,674.3552501,733.2059033,714.0161464
101,10105,674.3552501,733.2059033,714.0161464
101,10106,674.3552501,733.2059033,714.0161464
101,10110,674.3552501,733.2059033,714.0161464
101,10114,674.3552501,733.2059033,714.0161464
101,10118,674.3552501,733.2059033,714.0161464
101,10119,674.3552501,733.2059033,714.0161464
101,10122,674.3552501,733.2059033,714.0161464
101,10129,674.3552501,733.2059033,714.0161464
101,10130,674.3552501,733.2059033,714.0161464
101,10131,674.3552501,733.2059033,714.0161464
101,10133,674.3552501,733.2059033,714.0161464
101,10134,674.3552501,733.2059033,714.0161464
101,10135,674.3552501,733.2059033,714.0161464
101,10136,674.3552501,733.2059033,714.0161464
101,10141,674.3552501,733.2059033,714.0161464
101,10159,674.3552501,733.2059033,714.0161464
101,10161,674.3552501,733.2059033,714.0161464
101,10169,674.3552501,733.2059033,714.0161464
101,10186,674.3552501,733.2059033,714.0161464
101,10188,674.3552501,733.2059033,714.0161464
101,10189,674.3552501,733.2059033,714.0161464
101,10241,674.3552501,733.2059033,714.0161464
101,10259,674.3552501,733.2059033,714.0161464
102,10011,674.3552501,733.2059033,714.0161464
102,10026,674.3552501,733.2059033,714.0161464
102,10027,674.3552501,733.2059033,714.0161464
102,10073,674.3552501,733.2059033,714.0161464
102,10083,674.3552501,733.2059033,714.0161464
102,10241,674.3552501,733.2059033,714.0161464
103,10006,674.3552501,733.2059033,714.0161464
103,10007,674.3552501,733.2059033,714.0161464
103,10008,674.3552501,733.2059033,714.0161464
103,10009,674.3552501,733.2059033,714.0161464
103,10010,674.3552501,733.2059033,714.0161464
103,10011,674.3552501,733.2059033,714.0161464
103,10012,674.3552501,733.2059033,714.0161464
103,10026,674.3552501,733.2059033,714.0161464
103,10027,674.3552501,733.2059033,714.0161464
103,10031,674.3552501,733.2059033,714.0161464
103,10048,674.3552501,733.2059033,714.0161464
103,10058,674.3552501,733.2059033,714.0161464
103,10060,674.3552501,733.2059033,714.0161464
103,10063,674.3552501,733.2059033,714.0161464
103,10073,674.3552501,733.2059033,714.0161464
103,10077,674.3552501,733.2059033,714.0161464
103,10080,674.3552501,733.2059033,714.0161464
103,10081,674.3552501,733.2059033,714.0161464
103,10082,674.3552501,733.2059033,714.0161464
103,10083,674.3552501,733.2059033,714.0161464
103,10087,674.3552501,733.2059033,714.0161464
103,10091,674.3552501,733.2059033,714.0161464
103,10092,674.3552501,733.2059033,714.0161464
103,10093,674.3552501,733.2059033,714.0161464
103,10096,674.3552501,733.2059033,714.0161464
103,10100,674.3552501,733.2059033,714.0161464
103,10102,674.3552501,733.2059033,714.0161464
103,10105,674.3552501,733.2059033,714.0161464
103,10106,674.3552501,733.2059033,714.0161464
103,10110,674.3552501,733.2059033,714.0161464
103,10114,674.3552501,733.2059033,714.0161464
103,10118,674.3552501,733.2059033,714.0161464
103,10119,674.3552501,733.2059033,714.0161464
103,10122,674.3552501,733.2059033,714.0161464
103,10129,674.3552501,733.2059033,714.0161464
103,10130,674.3552501,733.2059033,714.0161464
103,10131,674.3552501,733.2059033,714.0161464
103,10133,674.3552501,733.2059033,714.0161464
103,10134,674.3552501,733.2059033,714.0161464
103,10135,674.3552501,733.2059033,714.0161464
103,10136,674.3552501,733.2059033,714.0161464
103,10141,674.3552501,733.2059033,714.0161464
103,10161,674.3552501,733.2059033,714.0161464
103,10169,674.3552501,733.2059033,714.0161464
103,10176,674.3552501,733.2059033,714.0161464
103,10186,674.3552501,733.2059033,714.0161464
103,10188,674.3552501,733.2059033,714.0161464
103,10189,674.3552501,733.2059033,714.0161464
103,10229,674.3552501,733.2059033,714.0161464
103,10231,674.3552501,733.2059033,714.0161464
103,10240,674.3552501,733.2059033,714.0161464
103,10241,674.3552501,733.2059033,714.0161464
103,10254,674.3552501,733.2059033,714.0161464
103,10259,674.3552501,733.2059033,714.0161464
104,10006,674.3552501,733.2059033,714.0161464
104,10007,674.3552501,733.2059033,714.0161464
